id;nombre;sexo;trato;circunscripcion;partido;fecha_condicion_plena;fecha_alta;fecha_baja;g_par;fecha_alta_g_par;fecha_baja_g_par;biografia;asiento;gobierno
50;Bravo Baena, Juan;H;Diputado;Sevilla;PP;/Date(1692226800000)/;/Date(1690844400000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado. 3 hijos.  Licenciado en Ciencias Sociales y Jurídicas.  Inspector de Hacienda.  ;281;0
51;Cabezón Casas, Tomás;H;Diputado;Soria;PP;/Date(1692226800000)/;/Date(1690758000000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado.  Diplomado en Ciencias Empresariales por la Universidad de Valladolid.  Alcalde de Castilfrío de la Sierra (2015-2019)  Concejal del Ayuntamiento de Sierra (2007-2015)  Vicepresidente Segundo de la Diputación Provincial de Soria (2011-2015) y Viceportavoz de la misma (2015-2016).  Senador durante las XI y XII Legislaturas.;244;0
52;Cacho Isla, Iván;H;Diputado;Navarra;PSOE;/Date(1750287600000)/;/Date(1750201200000)/;;Socialista;/Date(1750287600000)/;;Diplomado en Relaciones Laborales  Concejal Ayuntamiento Ansoáin  Adjunto Organización para Pamplona y Comarca del PSN-PSOE.;207;0
53;Calvo Gómez, Pilar;M;Diputada;Barcelona;JxCat;/Date(1692226800000)/;/Date(1691622000000)/;;Junts per Catalunya;/Date(1693177200000)/;;Periodista miembro del Colegio de Periodistas de Catalunya desde 1989.  Coordinadora de la Federació de Barcelona de Junts per Catalunya.;80;0
54;Camino Miñana, Víctor;H;Diputado;València;PSOE;/Date(1702339200000)/;/Date(1702339200000)/;;Socialista;/Date(1702339200000)/;;"Graduado en Ciencias Políticas y de la Administración Pública 
Coordinador de Redes Sociales del PSPV-PSOE (2017-2020). 
Responsable de Comunicación Digital de la Generalitat Valenciana. (2020-2022) 
Secretario General de las Juventudes Socialistas. 
Vicepresidente y Coordinador del Comité Europeo de la Unión Internacional de Juventudes Socialistas (IUSY)";321;0
55;Campos Asensi, Jorge;H;Diputado;Illes Balears;VOX;/Date(1692226800000)/;/Date(1691535600000)/;;Vox;/Date(1692313200000)/;;Licenciado en Derecho. Máster en gestión medioambiental.  Auditor y analista de riesgos. Director General de la Fundación de Derecho Sostenible de Baleares. Director de la Oficina de Gestión Medioambiental. Socio empresa servicios turísticos. Autónomo.  Diputado portavoz autonómico en el parlamento balear. Presidente de Vox Baleares.  Fundador de la Fundación Círculo Balear. Activista de la sociedad civil.;42;0
56;Canelo Matito, Andrea;M;Diputada;Barcelona;PSC;/Date(1725922800000)/;/Date(1725922800000)/;;Socialista;/Date(1725922800000)/;;Diplomada en Relaciones Laborales.  Máster en MBA.  Máster en Prevención de Riesgos Laborales.  Secretaria de Debates y Formación de la Agrupación de Granollers;287;0
57;Cantalapiedra Álvarez, María de las Mercedes;M;Diputada;Valladolid;PP;/Date(1692226800000)/;/Date(1691622000000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casada, dos hijos.   Senadora XIV Legislatura en Cortes Generales.   Entidades Locales Ayuntamiento de Valladolid, 2003-2007, Concejala de Comercio y Turismo.   2007-2011 Teniente de Alcalde Concejala de Cultura Comercio y Turismo.    2011 2015 Primer Teniente de Alcalde Concejala de Cultura, Comercio y Turismo.   2015 2019 concejala.   2023, concejala.   Secretaria General del Partido Popular de Valladolid. ;342;0
58;Carazo Hermoso, Eduardo;H;Diputado;Valladolid;PP;/Date(1692226800000)/;/Date(1691967600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciado en Derecho por la Universidad de Valladolid. Licenciado en Administración y Dirección de Empresas por la Universidad de Valladolid. Programa de Liderazgo en Políticas Publicas y Emprendimiento (DEUSTO-ICADE) Programa de Liderazgo en Gestión Pública IESE. Inglés avanzado por la E.C.I. de Valladolid.  Director General del Instituto de la Juventud de Castilla y León (2015-2019).;300;0
59;Carballedo Berlanga, María Eugenia;M;Diputada;Madrid;PP;/Date(1692226800000)/;/Date(1692140400000)/;;Popular en el Congreso;/Date(1692313200000)/;;Derecho. Licenciatura en Derecho.  En la Comunidad de Madrid. Presidenta de la Asamblea en la XII Legislatura. Consejera de Presidencia en la XI Legislatura. Viceconsejera de Empleo en la IX Legislatura. Diputada nacional (2008-2011).;21;0
60;Castilla Álvarez, María Carmen;M;Diputada;Sevilla;PSOE;/Date(1692226800000)/;/Date(1690930800000)/;;Socialista;/Date(1693177200000)/;;Diplomada Universitaria enEnfermería   Licenciada en Psicología  Licenciada en Derecho  Máster Europeo Universitario en Salud Pública, Gestión Sanitaria   Doctoranda  Concejala del Ayuntamiento de Écija (2003-2007)  Subdirectora Atención Ciudadana (2010)  Directora Enfermería y Atención Ciudadana (2010-2013)  Secretaria General UGT-ANDALUCÍA (2014-2023);248;0
61;Catalán Higueras, Alberto;H;Diputado;Navarra;UPN;/Date(1692226800000)/;/Date(1691449200000)/;;Mixto;/Date(1693177200000)/;;Casado, una hija y dos hijos.   Licenciado en Farmacia.   Miembro del Colegio Oficial de Farmacéuticos de Navarra.   Miembro del Parlamento de Navarra, Cortes de Navarra.   Consejero de Administración Local, Relaciones Institucionales, Educación y Portavoz del Gobierno de Navarra.   Presidente del Parlamento de Navarra.   Senador. ;72;0
62;Cavacasillas Rodríguez, Antonio;H;Diputado;Badajoz;PP;/Date(1692226800000)/;/Date(1691967600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado. Dos hijos. Diplomado en Marketing y Finanzas. Licenciado en Económicas. Licenciado en Psicología. Máster EMBA.  Primer Teniente de Alcalde del Ayuntamiento de Badajoz. Portavoz Equipo de Gobierno y Grupo Popular. Delegaciones: cultura, aguas, protección civil, servicios sociales, cementerio, mujer, mayores, cooperación al desarrollo, juventud e infancia.  Presidente local PP Badajoz.;359;0
63;Celaya Brey, Javier;H;Diputado;Ceuta;PP;/Date(1692226800000)/;/Date(1691449200000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciado en Ciencias de la información, rama de periodismo por la Universidad de Sevilla 1994.   Licenciado en Geografía e Historia por la UNED, 1997.   Funcionario de carrera del Cuerpo de Profesores de Enseñanza Secundaria, especialidad de Geografía e Historia.   Consejero de Educación y Cultura de la Ciudad Autónoma de Ceuta 2017-2019.   Director General de Educación Ciudad Autónoma de Ceuta 2019-2023.   Director del centro de profesores y recursos de Ceuta 2012-2014.   Asesor técnico docente de apoyo a la Formación Profesional 2014-2015.   Jefe de la unidad de programas educativos en la dirección provincial del Ministerio de Educación en Ceuta 2015-2017. ;8;0
64;Cercas Mena, Blanca;M;Diputada;Girona;PSC;/Date(1692226800000)/;/Date(1691103600000)/;;Socialista;/Date(1693522800000)/;;Licenciada en Historia Contemporánea.  Gestión de Fundaciones y Proyectos, Universidad Girona. Fundación U.D.G.  Fundación OSCOBE, Girona.  Fundación LETHE, Girona.  Federalistes d'Esquerres de Catalunya;346;0
65;Cervera Pinart, Josep Maria;H;Diputado;Girona;JxCat;/Date(1692226800000)/;/Date(1691622000000)/;;Junts per Catalunya;/Date(1693177200000)/;;Casado con dos hijos.   Licenciado en Geografía e Historia.   Alcalde del Port de la Selva, Girona, 2011-19/01/2024.   Senador de la XIV Legislatura. ;88;0
66;Chamorro Delmo, Ricardo;H;Diputado;Ciudad Real;VOX;/Date(1692226800000)/;/Date(1691967600000)/;;Vox;/Date(1692313200000)/;;Casado. Tres hijos.  Licenciado en Derecho por la Universidad de Navarra.  Abogado. Especializado en Derecho Privado por el Consejo General del Notariado.  Certificado por AENOR como Delegado de Protección de Datos;15;0
67;Clavell López, Óscar;H;Diputado;Castelló;PP;/Date(1692226800000)/;/Date(1691103600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Soltero.  Licenciado en Historia por la Universidad de Valencia.  Máster universitario en Historia e Identidades en el Mediterráneo Occidental (siglos XV-XIX).  Doctor en Historia.  Presidente local del Partido Popular de La Vall d'Uxó.  Alcalde (2011-2015);143;0
68;Clemente Muñoz, Raquel;M;Diputada;Teruel;PP;/Date(1692226800000)/;/Date(1691967600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Formación en dirección y Administración de Empresas, Finanzas, Comercio Internacional y Economía Circular.   Experta en Desarrollo Territorial.   Consultora Directora de proyectos.   Alcaldesa de Celadas desde 2011.   Senadora del Reino de España en las legislaturas XI y XII. ;183;0
69;Cobo Carmona, Ana;M;Diputada;Jaén;PSOE;/Date(1692226800000)/;/Date(1691017200000)/;;Socialista;/Date(1693177200000)/;;Casada, dos hijos.   Licenciada en Ciencias Económicas y Empresariales.   Analista de riesgos financieros.   Directora de Parque Científico Tecnológico GEOLIT (último empleo).   Delegada del Gobierno Andaluz en Jaén.   Delegada de Economía en Jaén.  Concejal del Ayuntamiento Linares (Jaén);233;0
70;Cobo Pérez, Noelia;M;Diputada;Cantabria;PSOE;/Date(1692226800000)/;/Date(1692140400000)/;;Socialista;/Date(1693177200000)/;;Casada, tres hijos, un niño y dos niños gemelos. Reside en Santoña. Formación Profesional de Segundo Grado, Técnico especialista en Informática de Gestión. Ha desempeñado mi vida laboral en SEG AUTOMOTIVE.  Diputada regional desde 2019 en el Parlamento de Cantabria, desempeñando el cargo de portavoz del Grupo Socialista.  Desde 2017 miembro de la Ejecutiva Regional del PSOE de Cantabria como Secretaria de Organización.;147;0
71;Cobo Vega, Manuel;H;Diputado;Madrid;PP;/Date(1692226800000)/;/Date(1692140400000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado. Cuatro hijos.  Licenciado en Derecho, Universidad Complutense. Máster Administración y Dirección de Empresas - ICADE.  Diputado en la Asamblea de Madrid (1991-2003).   Portavoz del Grupo Popular (1995-1999).   Consejero de Presidencia y Portavoz del Gobierno (1999-2003).   Consejero de Hacienda (2000-2001).   Vicealcalde, Portavoz Grupo Popular y Portavoz Gobierno 2003-2011).  Secretario ejecutivo de Política local del Partido Popular (2012-2015)  Miembro del Comité Ejecutivo Nacional del Partido Popular (2008-2015 y desde 2022);315;0
72;Cofiño Fernández, Rafael;H;Diputado;Asturias;SUMAR;/Date(1692226800000)/;/Date(1691362800000)/;;Plurinacional SUMAR;/Date(1693177200000)/;;"Licenciado en Medicina y Cirugía. Especialista en Medicina Familiar y Comunitaria (1995-1997).  
Medico en Proyecto Hombre (1998-2000).  
Coordinador regional del Programa de Actividades Comunitarias en Atención Primaria de la semFYC (2008-2011).  
Jefe de Seccion de Programas de Prevención. Dirección General de Salud Pública. Consejería de Salud Asturias (2002-2006).  
Médico de Familia en el Centro de Salud de La Felguera (2006-2007).  
Jefe del Servicio de Salud Poblacional. Dirección General de Salud Pública. Consejería de Salud Asturias (2007-2019).  
Director General de Salud Pública. Consejería de Salud Asturias (septiembre 2019-diciembre 2021).  
Coordinador de la Estrategia de Acción Comunitaria y Promoción de la Salud de Asturias (enero 2022-actualidad).  
Profesor asociado de la Escuela Andaluza de Salud Pública (2013-actualidad).  Miembro del Consejo Académico de la Escuela de Salud Pública de Menorca (2015-hasta la actualidad).  Co-Coordinador del grupo de Sanidad de Sumar (2021-actualidad)  
Docente e investigador en áreas relacionadas fundamentalmente con la promoción de la salud, la salud comunitaria, atención primaria y la acción comunitaria.  
  Acceso a publicaciones en Orcid ";67;0
73;Conde Bajén, Agustín;H;Diputado;Toledo;PP;/Date(1692226800000)/;/Date(1690844400000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado, padre de tres hijos.  Licenciado en Derecho  Diplomado en Estudios Avanzados en Derecho (DEA)  Máster en Defensa Nacional  Diplomado en Defensa Nacional  Abogado en ejercicio desde 1988  Alcalde de Toledo 1995-1999  Diputado en las Cortes de Castilla-La Mancha 1999-2003  Senador por designación de las Cortes de Castilla-La Mancha en 1999-2003  Senador por Toledo 2000-2004, 2004-2008, 2008-2011  Diputado por Toledo 2011-2015  Secretario de Estado de Defensa 2016-2018   Académico correspondiente de la Real Academia de Jurisprudencia y Legislación  Académico de número de la Academia de Ciencias Sociales y Humanidades de Castilla-La Mancha;144;0
74;Conde López, Francisco José;H;Diputado;Lugo;PP;/Date(1692226800000)/;/Date(1692140400000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciado en Ciencias Económicas y empresariales por la Universidad Complutense de Madrid. Doctor en Ciencias Económicas y Empresariales por la Universidad Complutense de Madrid.  Consejero de Economía e Industria de la Xunta de Galicia desde diciembre de 2012 a mayo de 2022. Vicepresidente Primero y Consejero de Economía, Industria desde marzo 2022 a junio 2023.  Diputado del Parlamento de Galicia desde diciembre de 2016 a agosto de 2023.;176;0
75;Conesa Coma, Ignasi;H;Diputado;Barcelona;PSC;/Date(1695078000000)/;/Date(1695078000000)/;;Socialista;/Date(1695078000000)/;;Licenciado en Geografía e Historia, especialidad Antropología.  Primer Secretario PSC Sants Montjuïc.  Trabajador público Ayuntamiento de Barcelona;332;0
76;Cortés Carballo, Mario;H;Diputado;Málaga;PP;/Date(1692226800000)/;/Date(1691017200000)/;;Popular en el Congreso;/Date(1692313200000)/;;"Decano de Colegio Oficial de Ingenieros Técnicos de Telecomunicación de España.  
1er Teniente de Alcalde y Portavoz del Ayuntamiento de Málaga (2013-2017)  
Concejal responsable de Seguridad, Innovación, Emprendimiento y Nuevas Tecnologías entre los años (2011-2019)  Ingeniero Técnico de Telecomunicación por la Universidad de Málaga. Especialidad Sistemas Electrónicos. MBA Executive de ESESA.";114;0
77;Corujo Berriel, María Dolores;M;Diputada;Las Palmas;PSOE;/Date(1692226800000)/;/Date(1691535600000)/;;Socialista;/Date(1693177200000)/;;"Licenciada en Psicología.  Secretaria General del PSOE Lanzarote. 
Concejala de las áreas de Educación, Deporte y Cultura en el Ayuntamiento de San Bartolomé de Lanzarote (2007-2011)  
Alcaldesa-Presidenta del Ayuntamiento de San Bartolomé de Lanzarote (2011-2019).  
Diputada del Parlamento de Canarias por Lanza rote (2015-2023) y portavoz en diferentes periodos.  
Presidenta del Cabildo Insular de Lanzarote (desde junio de 2019 a junio de 2023).  
Consejera en el Cabildo de Lanzarote (desde junio 2023)";187;0
78;Crespín Rubio, Rafaela;M;Diputada;Córdoba;PSOE;/Date(1692226800000)/;/Date(1691449200000)/;;Socialista;/Date(1693177200000)/;;Maestra de Educación Especial  Concejala del Ayuntamiento de La Carlota 1999-2015.  Diputada Provincial 1999-2007  Alcaldesa de La Carlota (2007-2015)  Delegada del Gobierno de la Junta en Córdoba (2015-2017);162;0
79;Cruset Domènech, Josep Maria;H;Diputado;Tarragona;JxCat;/Date(1692226800000)/;/Date(1691622000000)/;;Junts per Catalunya;/Date(1693177200000)/;;Ingeniero Químico.   MBA.   Funcionario.   Alcalde de Riudoms 2007-2018.   Diputado provincial 2009, 2018.   Presidente Autoritat Portuaria de Tarragona 2018-2022. ;116;0
80;Cruz Santana, Gabriel;H;Diputado;Huelva;PSOE;/Date(1692226800000)/;/Date(1691449200000)/;;Socialista;/Date(1693177200000)/;;Licenciado en derecho por la Universidad de Sevilla.  Abogado en ejercicio (1990-2003).  Delegado Junta Andalucía (2004-2011).  Alcalde de Huelva (2015-2023);123;0
81;Cruz-Guzmán García, María Soledad;M;Diputada;Sevilla;PP;/Date(1692226800000)/;/Date(1692140400000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casada, tres hijos.   Arquitecta Superior ETSA Edificación  Desarrollo de actividad profesional en el ámbito de la arquitectura e innovación.   Coordinadora curso de arquitectura interior.  Coordinadora de Innovación PP-A  Consejera Consejo Social UPO  Delegada de Fomento, Infraestructuras, Cultura y Patrimonio Histórico de Sevilla;148;0
82;Cuesta Rodríguez, María del Socorro;M;Diputada;Segovia;PP;/Date(1692226800000)/;/Date(1690930800000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casada.   Licenciada en Derecho por la Universidad Complutense de Madrid.   Máster en Asesoría Jurídica de Empresas Centro de Estudios Financieros.   Alcaldesa del Ayuntamiento del Espirdo, Segovia desde 2011.   Diputada Provincial por Segovia de 2015 a 2023.   Presidenta del Segovia Sur desde 2011;54;0
